"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2020","AQS","460990008","3","0.2","ppm","2","SD School for the Deaf","19","79.0000","42101","Carbon monoxide","43620","Sioux Falls, SD","46","South Dakota","099","Minnehaha","43.54792","-96.700769"
"01/02/2020","AQS","460990008","3","0.4","ppm","5","SD School for the Deaf","24","100.0000","42101","Carbon monoxide","43620","Sioux Falls, SD","46","South Dakota","099","Minnehaha","43.54792","-96.700769"
"01/03/2020","AQS","460990008","3","0.4","ppm","5","SD School for the Deaf","24","100.0000","42101","Carbon monoxide","43620","Sioux Falls, SD","46","South Dakota","099","Minnehaha","43.54792","-96.700769"
"01/04/2020","AQS","460990008","3","0.2","ppm","2","SD School for the Deaf","24","100.0000","42101","Carbon monoxide","43620","Sioux Falls, SD","46","South Dakota","099","Minnehaha","43.54792","-96.700769"
"01/05/2020","AQS","460990008","3","0.2","ppm","2","SD School for the Deaf","24","100.0000","42101","Carbon monoxide","43620","Sioux Falls, SD","46","South Dakota","099","Minnehaha","43.54792","-96.700769"
"01/06/2020","AQS","460990008","3","0.2","ppm","2","SD School for the Deaf","24","100.0000","42101","Carbon monoxide","43620","Sioux Falls, SD","46","South Dakota","099","Minnehaha","43.54792","-96.700769"
"01/07/2020","AQS","460990008","3","0.2","ppm","2","SD School for the Deaf","24","100.0000","42101","Carbon monoxide","43620","Sioux Falls, SD","46","South Dakota","099","Minnehaha","43.54792","-96.700769"
"01/08/2020","AQS","460990008","3","0.2","ppm","2","SD School for the Deaf","24","100.0000","42101","Carbon monoxide","43620","Sioux Falls, SD","46","South Dakota","099","Minnehaha","43.54792","-96.700769"
"01/09/2020","AQS","460990008","3","0.4","ppm","5","SD School for the Deaf","24","100.0000","42101","Carbon monoxide","43620","Sioux Falls, SD","46","South Dakota","099","Minnehaha","43.54792","-96.700769"
"01/10/2020","AQS","460990008","3","0.2","ppm","2","SD School for the Deaf","24","100.0000","42101","Carbon monoxide","43620","Sioux Falls, SD","46","South Dakota","099","Minnehaha","43.54792","-96.700769"
"01/11/2020","AQS","460990008","3","0.2","ppm","2","SD School for the Deaf","24","100.0000","42101","Carbon monoxide","43620","Sioux Falls, SD","46","South Dakota","099","Minnehaha","43.54792","-96.700769"
"01/12/2020","AQS","460990008","3","0.2","ppm","2","SD School for the Deaf","24","100.0000","42101","Carbon monoxide","43620","Sioux Falls, SD","46","South Dakota","099","Minnehaha","43.54792","-96.700769"
"01/13/2020","AQS","460990008","3","0.2","ppm","2","SD School for the Deaf","24","100.0000","42101","Carbon monoxide","43620","Sioux Falls, SD","46","South Dakota","099","Minnehaha","43.54792","-96.700769"
