"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2020","AQS","510030001","1","2.8","ug/m3 LC","12","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"01/04/2020","AQS","510030001","1","2.8","ug/m3 LC","12","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"01/07/2020","AQS","510030001","1","6.1","ug/m3 LC","25","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"01/10/2020","AQS","510030001","1","6.8","ug/m3 LC","28","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"01/13/2020","AQS","510030001","1","4.2","ug/m3 LC","18","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"01/16/2020","AQS","510030001","1","3.2","ug/m3 LC","13","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"01/19/2020","AQS","510030001","1","2.9","ug/m3 LC","12","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"01/22/2020","AQS","510030001","1","10.7","ug/m3 LC","45","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"01/25/2020","AQS","510030001","1","1.4","ug/m3 LC","6","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"01/28/2020","AQS","510030001","1","2.6","ug/m3 LC","11","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"01/31/2020","AQS","510030001","1","11.5","ug/m3 LC","48","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"02/03/2020","AQS","510030001","1","3.5","ug/m3 LC","15","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"02/06/2020","AQS","510030001","1","1.7","ug/m3 LC","7","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"02/09/2020","AQS","510030001","1","4.5","ug/m3 LC","19","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"02/12/2020","AQS","510030001","1","4","ug/m3 LC","17","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"02/15/2020","AQS","510030001","1","4.5","ug/m3 LC","19","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"02/18/2020","AQS","510030001","1","9.2","ug/m3 LC","38","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"02/21/2020","AQS","510030001","1","4.6","ug/m3 LC","19","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"02/24/2020","AQS","510030001","1","6.1","ug/m3 LC","25","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"02/27/2020","AQS","510030001","1","1.6","ug/m3 LC","7","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/01/2020","AQS","510030001","1","2.9","ug/m3 LC","12","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/04/2020","AQS","510030001","1","2.2","ug/m3 LC","9","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/07/2020","AQS","510030001","1","2.2","ug/m3 LC","9","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/10/2020","AQS","510030001","1","6.7","ug/m3 LC","28","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/13/2020","AQS","510030001","1","4.4","ug/m3 LC","18","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/16/2020","AQS","510030001","1","5.2","ug/m3 LC","22","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/25/2020","AQS","510030001","1","5.7","ug/m3 LC","24","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/28/2020","AQS","510030001","1","8.3","ug/m3 LC","35","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/31/2020","AQS","510030001","1","3.4","ug/m3 LC","14","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/03/2020","AQS","510030001","1","2.4","ug/m3 LC","10","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/06/2020","AQS","510030001","1","8.3","ug/m3 LC","35","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/09/2020","AQS","510030001","1","4.7","ug/m3 LC","20","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/12/2020","AQS","510030001","1","7.1","ug/m3 LC","30","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/15/2020","AQS","510030001","1","3.1","ug/m3 LC","13","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/18/2020","AQS","510030001","1","4.7","ug/m3 LC","20","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/21/2020","AQS","510030001","1","4.5","ug/m3 LC","19","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/24/2020","AQS","510030001","1","3.5","ug/m3 LC","15","Albemarle High School","1","100.0000","88101","PM2.5 - Local Conditions","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
